,time0
0,0.0
1,0.000997304916381836
2,0.000997304916381836
3,0.000990152359008789
4,0.000997781753540039
5,0.0
6,0.0
7,0.0019943714141845703
8,0.0009694099426269531
9,0.00199127197265625
10,0.0009970664978027344
11,0.001026153564453125
12,0.0009732246398925781
13,0.0009975433349609375
14,0.000997304916381836
15,0.0010218620300292969
16,0.0010256767272949219
17,0.000997781753540039
18,0.000997781753540039
19,0.0
20,0.0009932518005371094
21,0.0009989738464355469
22,0.0009982585906982422
23,0.000997304916381836
24,0.000997304916381836
25,0.0010294914245605469
26,0.000997781753540039
27,0.0009875297546386719
28,0.0009970664978027344
29,0.0010294914245605469
30,0.0009975433349609375
31,0.0009984970092773438
32,0.0019659996032714844
33,0.0010225772857666016
34,0.0009975433349609375
35,0.0009975433349609375
36,0.0
37,0.0009944438934326172
38,0.000997304916381836
39,0.0010275840759277344
40,0.001026153564453125
41,0.0
42,0.0
43,0.0010221004486083984
44,0.0009694099426269531
45,0.0009975433349609375
46,0.0010221004486083984
47,0.0010216236114501953
48,0.0010259151458740234
49,0.0010290145874023438
50,0.0009970664978027344
51,0.00096893310546875
52,0.001031637191772461
53,0.0010230541229248047
54,0.0009980201721191406
55,0.0019960403442382812
56,0.0009970664978027344
57,0.000997304916381836
58,0.0010266304016113281
59,0.0009992122650146484
60,0.000997304916381836
61,0.0009975433349609375
62,0.0009975433349609375
63,0.0009682178497314453
64,0.000997304916381836
65,0.0019948482513427734
66,0.0009975433349609375
67,0.001027822494506836
68,0.0009949207305908203
69,0.0019943714141845703
70,0.0009970664978027344
71,0.0010218620300292969
72,0.0019674301147460938
73,0.0010254383087158203
74,0.000997304916381836
75,0.001996278762817383
76,0.000997781753540039
77,0.0019881725311279297
78,0.000997781753540039
79,0.000997304916381836
80,0.002025127410888672
81,0.001026153564453125
82,0.0010216236114501953
83,0.0019843578338623047
84,0.0019948482513427734
85,0.0009970664978027344
86,0.0010263919830322266
87,0.0010235309600830078
88,0.0019948482513427734
89,0.002019166946411133
90,0.0019943714141845703
91,0.0029926300048828125
92,0.0019948482513427734
93,0.0009691715240478516
94,0.0010232925415039062
95,0.0010221004486083984
96,0.0019941329956054688
97,0.0010225772857666016
98,0.0019969940185546875
99,0.000997781753540039
100,0.000972747802734375
101,0.0020194053649902344
102,0.0009965896606445312
103,0.0009980201721191406
104,0.001993417739868164
105,0.0029914379119873047
106,0.0
107,0.0010044574737548828
108,0.0
109,0.0009970664978027344
110,0.0
111,0.0
112,0.0009970664978027344
113,0.0
114,0.0009694099426269531
115,0.0010013580322265625
116,0.0009627342224121094
117,0.0
118,0.0010268688201904297
119,0.0009975433349609375
120,0.0
121,0.0
122,0.000997304916381836
123,0.000997781753540039
124,0.0009925365447998047
125,0.000997304916381836
126,0.00099945068359375
127,0.0
128,0.0
129,0.0
130,0.000997781753540039
131,0.0010256767272949219
132,0.000997304916381836
133,0.0
134,0.0
135,0.0
136,0.0009975433349609375
137,0.000972747802734375
138,0.0
139,0.000997781753540039
140,0.000997304916381836
141,0.0
142,0.0009975433349609375
143,0.0
144,0.0
